Sales Person,Industry,Q1 Quota Split,Q2 Quota Split,Q3 Quota Split,Q4 Quota Split,REVENUE SIZE,COMMISSION SPLIT (TCV),COMMISSION SPLIT(ACV)
Gunnar Steele,Other,25%,25%,25%,25%,0,0%,93%
Rylie Short,Biomedical,25%,25%,25%,25%,0,0%,98%
Hezekiah Kline,Technology Services,22%,28%,25%,25%,"100,000,000",0%,95%
Sevyn Vu,Agriculture,15%,20%,35%,30%,"10,000,000",0%,92%
Kamdyn Meadows,Alcohol,20%,20%,30%,30%,"100,000,000,000",0%,100%
Pearl King,Agriculture,15%,20%,35%,30%,"500,000",0%,96%
Julian Graham,Technology Hardware,20%,25%,30%,25%,"50,000,000",0%,99%
Alaia Mathis,Technology Services,22%,28%,25%,25%,"100,000,000",0%,98%
Gustavo Sexton,Insurance,25%,30%,20%,25%,"500,000",0%,92%
Ellen Ahmed,Software,23%,27%,25%,25%,"10,000,000",0%,95%
Harry Mitchell,Technology Hardware,20%,25%,30%,25%,"500,000",90%,0%
Willow Hinton,Education,30%,25%,15%,30%,"1,000,000",0%,97%
Frankie McCall,Construction,15%,25%,35%,25%,"2,000,000",0%,92%
Kai Parra,Alcohol,20%,20%,30%,30%,"100,000,000",0%,89%
Davion Koch,Medical Equipment,25%,25%,25%,25%,"1,000,000,000",0%,94%
Milana Richardson,Software,23%,27%,25%,25%,"5,000,000",91%,47%
Robert Lester,Software,23%,27%,25%,25%,"100,000,000",0%,89%
Averi Farmer,Technology Hardware,20%,25%,30%,25%,"10,000,000,000",0%,100%
Jamison Dalton,Pharmaceuticals,25%,25%,25%,25%,"10,000,000",0%,88%
Lilian Espinoza,Other,25%,25%,25%,25%,"5,000,000",0%,96%
Dallas Alfaro,Technology Services,22%,28%,25%,25%,"1,000,000,000",0%,99%
Yasmin Benton,Travel,20%,30%,30%,20%,"10,000,000",0%,95%
Jamal Taylor,Education,30%,25%,15%,30%,"2,000,000",0%,91%
Sofia Tran,Construction,15%,25%,35%,25%,"10,000,000,000",0%,91%
Braxton Vang,Insurance,25%,30%,20%,25%,"2,000,000",0%,99%
Madisyn James,Fishing,30%,30%,20%,20%,"10,000,000,000",0%,90%
Jaxson Weber,Travel,20%,30%,30%,20%,0,0%,98%
Alayah Schroeder,Healthcare,24%,26%,25%,25%,"500,000",0%,91%
Izaiah Bailey,Banking,23%,27%,25%,25%,"10,000,000",0%,94%
Kennedy Knapp,Other,25%,25%,25%,25%,"10,000,000",0%,90%
Boden Lee,Technology Hardware,20%,25%,30%,25%,"10,000,000,000",0%,96%
Scarlett Dean,Medical Equipment,25%,25%,25%,25%,"100,000,000,000",0%,92%
Ronan Garcia,Mining,24%,26%,25%,25%,"500,000",0%,92%
Amelia Trejo,Fishing,30%,30%,20%,20%,"2,000,000",0%,96%
Wesson Horton,Biotechnology,24%,26%,25%,25%,"5,000,000",0%,95%
Aitana Cortes,Education,30%,25%,15%,30%,"1,000,000",0%,89%
Banks Lewis,Security Software,22%,28%,25%,25%,"500,000",0%,90%
Ellie Roth,Security Hardware,20%,25%,30%,25%,"1,000,000,000",0%,92%
Roy Maxwell,Security Hardware,20%,25%,30%,25%,"10,000,000,000",0%,90%
Kyla McKenzie,Appliances,22%,28%,25%,25%,"10,000,000,000",0%,98%
Scott Fields,Software,23%,27%,25%,25%,"1,000,000,000",0%,98%
Annie O’Donnell,Fishing,30%,30%,20%,20%,"1,000,000,000",0%,96%
Lian Macdonald,Appliances,22%,28%,25%,25%,"10,000,000,000",0%,100%
Rosalia Cobb,Construction,15%,25%,35%,25%,"1,000,000",0%,94%
Raphael Zhang,Agriculture,15%,20%,35%,30%,0,0%,94%
Sarai Joseph,Medical Equipment,25%,25%,25%,25%,0,0%,95%
Kyle Marks,Agriculture,15%,20%,35%,30%,"10,000,000",0%,89%
Monica Blanchard,Construction,15%,25%,35%,25%,"1,000,000",0%,90%
Adler Griffith,Software,23%,27%,25%,25%,"100,000,000,000",0%,92%
Alicia Lugo,Biotechnology,24%,26%,25%,25%,"2,000,000",0%,93%
Santos Zhang,Financial Services,20%,28%,25%,25%,"5,000,000",0%,92%
Sarai Benton,Agriculture,15%,20%,35%,30%,"50,000,000",0%,89%
Jamal Pacheco,Alcohol,20%,20%,30%,30%,"100,000,000,000",0%,97%
Paris Dudley,Biotechnology,24%,26%,25%,25%,"50,000,000",0%,95%
Colter Copeland,Fishing,30%,30%,20%,20%,"100,000,000",0%,99%
Dayana Cunningham,Software,23%,27%,25%,25%,"5,000,000",96%,48%
Alejandro Gordon,Fishing,30%,30%,20%,20%,"1,000,000",0%,100%
Taylor Guevara,Software,23%,27%,25%,25%,"10,000,000",0%,98%
Tommy Valencia,Alcohol,20%,20%,30%,30%,"500,000",0%,93%
Maddison Koch,Education,30%,25%,15%,30%,"100,000,000",0%,89%
Salvador Cochran,Pharmaceuticals,25%,25%,25%,25%,"2,000,000",0%,97%
Alma Munoz,Banking,23%,27%,25%,25%,"1,000,000,000",0%,98%
Justin Graham,Mining,24%,26%,25%,25%,"10,000,000,000",0%,93%
Alaia Harmon,Construction,15%,25%,35%,25%,"1,000,000",0%,89%
Roberto Page,Oil and Gas,25%,25%,25%,25%,"100,000,000,000",0%,95%
Cataleya Wells,Security Software,22%,28%,25%,25%,"10,000,000,000",0%,99%
Max Berg,Technology Hardware,20%,25%,30%,25%,"5,000,000",100%,46%
Emmalyn Herman,Medical Equipment,25%,25%,25%,25%,"50,000,000",0%,97%
Juelz Espinosa,Biomedical,25%,25%,25%,25%,"10,000,000,000",0%,94%
Braylee Delarosa,Alcohol,20%,20%,30%,30%,"10,000,000,000",0%,99%
Osiris Hodge,Pharmaceuticals,25%,25%,25%,25%,"1,000,000",0%,92%
Coraline Cuevas,Technology Hardware,20%,25%,30%,25%,0,93%,0%
Brecken Quintero,Software,23%,27%,25%,25%,"10,000,000",0%,94%
Keyla Crawford,Mining,24%,26%,25%,25%,"10,000,000,000",0%,91%
Kevin Conley,Oil and Gas,25%,25%,25%,25%,"10,000,000",0%,99%
Salem Meza,Automotive,20%,25%,30%,25%,"100,000,000,000",0%,93%
Lucian Cross,Appliances,22%,28%,25%,25%,"10,000,000",0%,89%
Nayeli Castaneda,Biotechnology,24%,26%,25%,25%,"50,000,000",0%,92%
Collin Benjamin,Travel,20%,30%,30%,20%,"1,000,000",0%,96%
Jianna Newton,Mining,24%,26%,25%,25%,"10,000,000",0%,88%
Santino Rivas,Pharmaceuticals,25%,25%,25%,25%,"2,000,000",0%,97%
Averie Ayers,Banking,23%,27%,25%,25%,0,0%,96%
Ulises Mendez,Medical Equipment,25%,25%,25%,25%,"10,000,000,000",0%,92%
Londyn Hancock,Education,30%,25%,15%,30%,"1,000,000,000",0%,98%
Rex Reese,Other,25%,25%,25%,25%,"50,000,000",0%,93%
Rosemary Collier,Other,25%,25%,25%,25%,"100,000,000,000",0%,91%
Edison Cisneros,Other,25%,25%,25%,25%,"100,000,000",0%,98%
Janelle Zhang,Agriculture,15%,20%,35%,30%,"500,000",0%,94%
Isaias Nash,Security Software,22%,28%,25%,25%,"5,000,000",0%,96%
Novah Lang,Mining,24%,26%,25%,25%,"10,000,000,000",0%,98%
Wells Terrell,Automotive,20%,25%,30%,25%,0,0%,92%
Paityn Duke,Healthcare,24%,26%,25%,25%,"100,000,000",0%,94%
Kalel Todd,Alcohol,20%,20%,30%,30%,"100,000,000",0%,98%
Zariah Spence,Fishing,30%,30%,20%,20%,"1,000,000",0%,99%
Cillian Rasmussen,Technology Hardware,20%,25%,30%,25%,"50,000,000",0%,93%
Esperanza Barton,Banking,23%,27%,25%,25%,"1,000,000",0%,92%
Cassius Weber,Technology Hardware,20%,25%,30%,25%,"1,000,000",90%,0%
Alayah Blankenship,Banking,23%,27%,25%,25%,"10,000,000,000",0%,98%
Ernesto Griffith,Security Hardware,20%,25%,30%,25%,"5,000,000",0%,98%
Alicia Figueroa,Security Software,22%,28%,25%,25%,0,0%,94%
Spencer Graham,Banking,23%,27%,25%,25%,"10,000,000",0%,88%
Alaia Rangel,Oil and Gas,25%,25%,25%,25%,"5,000,000",0%,99%
Saint Snow,Agriculture,15%,20%,35%,30%,"100,000,000",0%,96%
Alexia Hodges,Financial Services,20%,28%,25%,25%,"1,000,000,000",0%,99%
Alonzo Douglas,Agriculture,15%,20%,35%,30%,"10,000,000,000",0%,93%
Aniyah Fields,Travel,20%,30%,30%,20%,"10,000,000",0%,89%
Clayton Ibarra,Travel,20%,30%,30%,20%,"100,000,000",0%,88%
Madilynn Hines,Healthcare,24%,26%,25%,25%,"1,000,000,000",0%,96%
Uriel Carlson,Financial Services,20%,28%,25%,25%,"100,000,000",0%,93%
Kali Tanner,Banking,23%,27%,25%,25%,"50,000,000",0%,98%
Bruno Tate,Oil and Gas,25%,25%,25%,25%,"10,000,000,000",0%,98%
Skye Hodge,Biotechnology,24%,26%,25%,25%,"1,000,000,000",0%,96%
Reign Sanchez,Other,25%,25%,25%,25%,"100,000,000,000",0%,90%
Aria Rhodes,Technology Services,22%,28%,25%,25%,"500,000",0%,97%
Titus Gutierrez,Fishing,30%,30%,20%,20%,"1,000,000,000",0%,93%
Savannah Vincent,Technology Services,22%,28%,25%,25%,"500,000",0%,96%
Aarav Rose,Construction,15%,25%,35%,25%,0,0%,93%
Magnolia Herrera,Security Software,22%,28%,25%,25%,"50,000,000",0%,89%
River Sharp,Pharmaceuticals,25%,25%,25%,25%,"1,000,000,000",0%,89%
Camryn Hull,Alcohol,20%,20%,30%,30%,"2,000,000",0%,95%
Salem Lang,Pharmaceuticals,25%,25%,25%,25%,0,0%,96%
Amirah Branch,Medical Equipment,25%,25%,25%,25%,"100,000,000,000",0%,100%
Keenan Gonzales,Technology Hardware,20%,25%,30%,25%,"5,000,000",88%,45%
Hadley Pruitt,Insurance,25%,30%,20%,25%,"5,000,000",0%,89%
Gatlin Clayton,Biomedical,25%,25%,25%,25%,"100,000,000,000",0%,89%
Saige Hickman,Biomedical,25%,25%,25%,25%,"50,000,000",0%,90%
Jakobe Harding,Appliances,22%,28%,25%,25%,0,0%,97%
Aniya George,Construction,15%,25%,35%,25%,"5,000,000",0%,91%
Mark Nielsen,Education,30%,25%,15%,30%,"1,000,000,000",0%,99%
Vienna Nava,Fishing,30%,30%,20%,20%,"50,000,000",0%,93%
Stefan Alvarado,Technology Services,22%,28%,25%,25%,"100,000,000,000",0%,94%
Blake Kaur,Medical Equipment,25%,25%,25%,25%,"100,000,000,000",0%,92%
Augustine Galindo,Construction,15%,25%,35%,25%,"10,000,000",0%,97%
Corinne Dejesus,Alcohol,20%,20%,30%,30%,"2,000,000",0%,93%
Rio Berg,Biomedical,25%,25%,25%,25%,"1,000,000,000",0%,96%
Emmalyn Reyes,Alcohol,20%,20%,30%,30%,"10,000,000",0%,97%
Eli Gross,Insurance,25%,30%,20%,25%,"500,000",0%,90%
Angel Shaffer,Technology Services,22%,28%,25%,25%,"50,000,000",0%,99%
Dexter Sheppard,Appliances,22%,28%,25%,25%,"100,000,000,000",0%,97%
Veda Young,Biotechnology,24%,26%,25%,25%,"100,000,000",0%,95%
Asher Hebert,Other,25%,25%,25%,25%,"100,000,000,000",0%,98%
Kyleigh Gaines,Biomedical,25%,25%,25%,25%,"100,000,000",0%,96%
Talon Rogers,Pharmaceuticals,25%,25%,25%,25%,"10,000,000",0%,92%
Madelyn Davidson,Financial Services,20%,28%,25%,25%,0,0%,98%
Dante Ford,Biotechnology,24%,26%,25%,25%,"10,000,000",0%,97%
Alexandra Zamora,Fishing,30%,30%,20%,20%,"100,000,000",0%,98%
Quentin Rivas,Construction,15%,25%,35%,25%,"100,000,000",0%,94%
Averie Horn,Insurance,25%,30%,20%,25%,"5,000,000",0%,93%
Wilson Gomez,Pharmaceuticals,25%,25%,25%,25%,"10,000,000,000",0%,98%
Natalie Carson,Financial Services,20%,28%,25%,25%,"1,000,000",0%,96%
Ares Larsen,Appliances,22%,28%,25%,25%,"100,000,000,000",0%,89%
Xiomara Mueller,Alcohol,20%,20%,30%,30%,"10,000,000",0%,93%
Albert Pace,Technology Hardware,20%,25%,30%,25%,"2,000,000",96%,0%
Giana Cohen,Biotechnology,24%,26%,25%,25%,"100,000,000",0%,96%
Killian Holmes,Agriculture,15%,20%,35%,30%,"5,000,000",0%,93%
Bailey Jacobs,Agriculture,15%,20%,35%,30%,"100,000,000",0%,93%
Bryan Khan,Travel,20%,30%,30%,20%,"1,000,000",0%,94%
Mabel Meyers,Banking,23%,27%,25%,25%,"2,000,000",0%,97%
Julien Wolf,Alcohol,20%,20%,30%,30%,"10,000,000",0%,95%
Jolene Solomon,Mining,24%,26%,25%,25%,"50,000,000",0%,98%
Musa Durham,Agriculture,15%,20%,35%,30%,"10,000,000",0%,99%
Tiffany O’Neal,Pharmaceuticals,25%,25%,25%,25%,"50,000,000",0%,89%
Eddie Rivas,Healthcare,24%,26%,25%,25%,"50,000,000",0%,92%
Averie Chan,Biomedical,25%,25%,25%,25%,"100,000,000,000",0%,91%
Frank Kane,Oil and Gas,25%,25%,25%,25%,0,0%,89%
Ellianna Holmes,Other,25%,25%,25%,25%,"100,000,000",0%,99%
King Salas,Insurance,25%,30%,20%,25%,0,0%,89%
Amber Ramos,Mining,24%,26%,25%,25%,"50,000,000",0%,95%
Angel Chapman,Mining,24%,26%,25%,25%,"100,000,000",0%,97%
Zuri Brooks,Software,23%,27%,25%,25%,"10,000,000,000",0%,99%
Jordan Baxter,Fishing,30%,30%,20%,20%,"50,000,000",0%,99%
Lara Villanueva,Travel,20%,30%,30%,20%,"500,000",0%,91%
Huxley Pitts,Technology Services,22%,28%,25%,25%,"100,000,000",0%,92%
Nala Shelton,Healthcare,24%,26%,25%,25%,"50,000,000",0%,98%
Leonel Aguilar,Construction,15%,25%,35%,25%,"50,000,000",0%,96%
Josie Herring,Automotive,20%,25%,30%,25%,"1,000,000,000",0%,100%
Henrik Maldonado,Alcohol,20%,20%,30%,30%,"10,000,000",0%,96%
Elaina Reyes,Fishing,30%,30%,20%,20%,"2,000,000",0%,90%
Eli Pugh,Mining,24%,26%,25%,25%,"100,000,000,000",0%,97%
Landry Conley,Security Software,22%,28%,25%,25%,"100,000,000",0%,98%
Marvin Kramer,Biomedical,25%,25%,25%,25%,"50,000,000",0%,97%
Hanna Landry,Healthcare,24%,26%,25%,25%,"10,000,000,000",0%,88%
Jaxx Buchanan,Education,30%,25%,15%,30%,"100,000,000",0%,93%
Maryam Fletcher,Healthcare,24%,26%,25%,25%,"100,000,000",0%,97%
Jay Booth,Biotechnology,24%,26%,25%,25%,"1,000,000",0%,93%
Zariyah Crosby,Construction,15%,25%,35%,25%,"500,000",0%,94%
Tristen Stevenson,Education,30%,25%,15%,30%,"100,000,000",0%,89%
Regina Barrera,Agriculture,15%,20%,35%,30%,"2,000,000",0%,97%
Makai Arnold,Construction,15%,25%,35%,25%,"500,000",0%,90%
Finley Sullivan,Software,23%,27%,25%,25%,"500,000",89%,0%
Evan Morrison,Technology Services,22%,28%,25%,25%,"1,000,000,000",0%,96%
Rebecca Warren,Travel,20%,30%,30%,20%,0,0%,99%
Abel Reese,Pharmaceuticals,25%,25%,25%,25%,"100,000,000,000",0%,94%
Rosemary Mullins,Insurance,25%,30%,20%,25%,"10,000,000,000",0%,95%
Allen Rowland,Software,23%,27%,25%,25%,"2,000,000",99%,0%
Harleigh Hoover,Mining,24%,26%,25%,25%,"1,000,000",0%,90%
Jaziel Greer,Agriculture,15%,20%,35%,30%,"1,000,000,000",0%,90%
Reina Pollard,Security Software,22%,28%,25%,25%,"10,000,000,000",0%,92%
Jad Lyons,Insurance,25%,30%,20%,25%,"1,000,000,000",0%,100%
Kenzie Burke,Travel,20%,30%,30%,20%,"10,000,000",0%,91%
Jax Perkins,Biomedical,25%,25%,25%,25%,"10,000,000",0%,95%
Sage Boyer,Technology Hardware,20%,25%,30%,25%,"1,000,000,000",0%,99%
Zeke Hurley,Travel,20%,30%,30%,20%,"100,000,000",0%,92%
Rylan Trevino,Agriculture,15%,20%,35%,30%,"100,000,000",0%,90%
Jaime Villarreal,Technology Services,22%,28%,25%,25%,"50,000,000",0%,89%
Jazlyn Berg,Technology Services,22%,28%,25%,25%,"5,000,000",0%,98%
Cayson Hoffman,Construction,15%,25%,35%,25%,"50,000,000",0%,90%
Aspen Wood,Biomedical,25%,25%,25%,25%,"1,000,000,000",0%,94%
Carson Simmons,Financial Services,20%,28%,25%,25%,"2,000,000",0%,96%
Reagan Hebert,Fishing,30%,30%,20%,20%,"2,000,000",0%,99%
Guillermo Bradford,Biomedical,25%,25%,25%,25%,0,0%,100%
Rhea McPherson,Technology Services,22%,28%,25%,25%,"100,000,000",0%,90%
Foster Bailey,Travel,20%,30%,30%,20%,"50,000,000",0%,94%
Kennedy Weber,Fishing,30%,30%,20%,20%,"10,000,000",0%,94%
Crew Salas,Security Software,22%,28%,25%,25%,"1,000,000,000",0%,94%
Amber Clarke,Medical Equipment,25%,25%,25%,25%,"100,000,000",0%,93%
Stetson McCormick,Alcohol,20%,20%,30%,30%,"5,000,000",0%,98%
Macie Hutchinson,Technology Services,22%,28%,25%,25%,"10,000,000",0%,100%
Korbin Barry,Other,25%,25%,25%,25%,0,0%,90%
Waverly Weeks,Appliances,22%,28%,25%,25%,"5,000,000",0%,95%
Anders Reyna,Travel,20%,30%,30%,20%,"1,000,000,000",0%,94%
Luella Crawford,Oil and Gas,25%,25%,25%,25%,"5,000,000",0%,92%
Kevin Greene,Mining,24%,26%,25%,25%,"10,000,000",0%,93%
Selena Krueger,Biotechnology,24%,26%,25%,25%,0,0%,98%
Jones Mann,Technology Hardware,20%,25%,30%,25%,"2,000,000",89%,0%
Paislee Villanueva,Education,30%,25%,15%,30%,"1,000,000",0%,96%
Huxley Schaefer,Technology Hardware,20%,25%,30%,25%,"50,000,000",0%,94%
Mavis Ford,Financial Services,20%,28%,25%,25%,0,0%,90%
Luis Erickson,Fishing,30%,30%,20%,20%,"500,000",0%,90%
Sabrina Espinosa,Appliances,22%,28%,25%,25%,"5,000,000",0%,100%
Khalid Patton,Pharmaceuticals,25%,25%,25%,25%,"50,000,000",0%,97%
Lorelei Harmon,Other,25%,25%,25%,25%,"1,000,000",0%,94%
Roberto Hickman,Construction,15%,25%,35%,25%,"500,000",0%,99%
Scarlette Davis,Biomedical,25%,25%,25%,25%,"5,000,000",0%,92%
Lucas Warner,Pharmaceuticals,25%,25%,25%,25%,"10,000,000",0%,98%
Wynter Jefferson,Fishing,30%,30%,20%,20%,"2,000,000",0%,92%
Raylan Hernandez,Financial Services,20%,28%,25%,25%,"5,000,000",0%,98%
Camila Camacho,Oil and Gas,25%,25%,25%,25%,"500,000",0%,92%
Tatum Maddox,Security Hardware,20%,25%,30%,25%,0,0%,92%
Zainab Roy,Banking,23%,27%,25%,25%,"100,000,000,000",0%,96%
Marcelo Garrett,Technology Hardware,20%,25%,30%,25%,"500,000",88%,0%
Tessa Montes,Other,25%,25%,25%,25%,"2,000,000",0%,95%
Darren McBride,Mining,24%,26%,25%,25%,"100,000,000",0%,89%
Kelsey Sherman,Software,23%,27%,25%,25%,"100,000,000",0%,93%
Adan Proctor,Banking,23%,27%,25%,25%,"10,000,000",0%,94%
Chandler Aguilar,Medical Equipment,25%,25%,25%,25%,"1,000,000,000",0%,97%
Milo Conley,Other,25%,25%,25%,25%,0,0%,91%
Salem Hinton,Financial Services,20%,28%,25%,25%,"10,000,000",0%,99%
Frankie Keller,Education,30%,25%,15%,30%,"10,000,000",0%,91%
Logan Davis,Oil and Gas,25%,25%,25%,25%,"5,000,000",0%,98%
Lucas Russell,Banking,23%,27%,25%,25%,"10,000,000",0%,91%
Raelynn Ryan,Pharmaceuticals,25%,25%,25%,25%,"10,000,000",0%,92%
Timothy Strong,Construction,15%,25%,35%,25%,"100,000,000",0%,98%
Margo Underwood,Construction,15%,25%,35%,25%,"1,000,000",0%,95%
Reece Hawkins,Medical Equipment,25%,25%,25%,25%,"1,000,000",0%,100%
Ariel Ross,Other,25%,25%,25%,25%,"2,000,000",0%,98%
Wesley O’Donnell,Medical Equipment,25%,25%,25%,25%,"1,000,000",0%,95%
Bellamy Hicks,Education,30%,25%,15%,30%,"10,000,000",0%,93%
Maddox Wyatt,Alcohol,20%,20%,30%,30%,"5,000,000",0%,89%
Liberty Russell,Security Software,22%,28%,25%,25%,"2,000,000",0%,93%
Weston Montoya,Mining,24%,26%,25%,25%,"10,000,000",0%,99%
Kamryn Castillo,Security Hardware,20%,25%,30%,25%,"10,000,000,000",0%,89%
Kai Noble,Automotive,20%,25%,30%,25%,"50,000,000",0%,95%
Hunter McFarland,Medical Equipment,25%,25%,25%,25%,"500,000",0%,89%
Dane Hunt,Oil and Gas,25%,25%,25%,25%,"2,000,000",0%,92%
Genevieve Rojas,Pharmaceuticals,25%,25%,25%,25%,"50,000,000",0%,98%
Colin Gregory,Medical Equipment,25%,25%,25%,25%,"5,000,000",0%,97%
Alaya Ponce,Financial Services,20%,28%,25%,25%,"2,000,000",0%,98%
Langston Cummings,Fishing,30%,30%,20%,20%,"2,000,000",0%,99%
Nylah Wolfe,Security Software,22%,28%,25%,25%,"10,000,000,000",0%,100%
Donovan Hoffman,Security Software,22%,28%,25%,25%,"2,000,000",0%,97%
Aspen Mayer,Automotive,20%,25%,30%,25%,"5,000,000",0%,90%
Yahir Hail,Automotive,20%,25%,30%,25%,"1,000,000",0%,95%
Lainey Ferguson,Biotechnology,24%,26%,25%,25%,"5,000,000",0%,95%
Miguel Ayers,Oil and Gas,25%,25%,25%,25%,"10,000,000,000",0%,90%
Simone Craig,Mining,24%,26%,25%,25%,"1,000,000",0%,88%
Odin Thornton,Financial Services,20%,28%,25%,25%,"1,000,000,000",0%,93%
Haisley Delgado,Construction,15%,25%,35%,25%,"50,000,000",0%,96%
Colt Pineda,Automotive,20%,25%,30%,25%,"100,000,000,000",0%,89%
Nola McPherson,Security Hardware,20%,25%,30%,25%,"10,000,000",0%,90%
Foster Kramer,Technology Hardware,20%,25%,30%,25%,"1,000,000",97%,0%
Hanna Tucker,Alcohol,20%,20%,30%,30%,"1,000,000",0%,89%
Ivan Zhang,Automotive,20%,25%,30%,25%,"1,000,000",0%,99%
Sarai Singleton,Technology Services,22%,28%,25%,25%,"10,000,000,000",0%,90%
Landyn Schultz,Security Software,22%,28%,25%,25%,"50,000,000",0%,92%
Briella Xiong,Agriculture,15%,20%,35%,30%,"100,000,000,000",0%,95%
Azrael Sparks,Technology Hardware,20%,25%,30%,25%,"10,000,000",0%,94%
Aisha McKay,Automotive,20%,25%,30%,25%,"10,000,000",0%,91%
Joey Delarosa,Biotechnology,24%,26%,25%,25%,"50,000,000",0%,95%
Iyla Bravo,Medical Equipment,25%,25%,25%,25%,"500,000",0%,94%
Genesis Meyers,Education,30%,25%,15%,30%,"1,000,000",0%,92%
Leyla Huynh,Oil and Gas,25%,25%,25%,25%,"500,000",0%,95%
Layton Barron,Agriculture,15%,20%,35%,30%,"10,000,000",0%,90%
Anya Zamora,Automotive,20%,25%,30%,25%,0,0%,92%
Quentin McCarthy,Agriculture,15%,20%,35%,30%,"1,000,000,000",0%,89%
Kira Decker,Security Hardware,20%,25%,30%,25%,"1,000,000",0%,89%
Taylor McCoy,Healthcare,24%,26%,25%,25%,"50,000,000",0%,88%
Mckenzie Golden,Automotive,20%,25%,30%,25%,"1,000,000,000",0%,97%
Amias Saunders,Oil and Gas,25%,25%,25%,25%,"10,000,000,000",0%,99%
Meadow Parker,Appliances,22%,28%,25%,25%,"1,000,000,000",0%,88%
Caleb Erickson,Travel,20%,30%,30%,20%,"100,000,000",0%,91%
Sabrina Sellers,Oil and Gas,25%,25%,25%,25%,"10,000,000,000",0%,89%
Madden Beck,Security Software,22%,28%,25%,25%,"5,000,000",0%,90%
Gia Carey,Education,30%,25%,15%,30%,"1,000,000,000",0%,93%
Watson Jarvis,Healthcare,24%,26%,25%,25%,"50,000,000",0%,95%
Elisabeth Briggs,Agriculture,15%,20%,35%,30%,"10,000,000,000",0%,90%
Case Murphy,Biomedical,25%,25%,25%,25%,"10,000,000,000",0%,99%
Bella Acosta,Technology Hardware,20%,25%,30%,25%,"1,000,000",95%,0%
Jensen Kirk,Healthcare,24%,26%,25%,25%,"10,000,000,000",0%,91%
Ellis Bean,Automotive,20%,25%,30%,25%,"100,000,000,000",0%,88%
Mccoy Ayala,Banking,23%,27%,25%,25%,"10,000,000",0%,92%
Blair Maynard,Fishing,30%,30%,20%,20%,"100,000,000",0%,99%
Landry Christensen,Healthcare,24%,26%,25%,25%,"10,000,000,000",0%,96%
Carmen Rosario,Pharmaceuticals,25%,25%,25%,25%,"500,000",0%,91%
Jedidiah Norris,Construction,15%,25%,35%,25%,"10,000,000",0%,91%
Arielle Novak,Banking,23%,27%,25%,25%,"5,000,000",0%,90%
Bishop Adams,Medical Equipment,25%,25%,25%,25%,"100,000,000,000",0%,97%
Stella Wall,Software,23%,27%,25%,25%,"10,000,000,000",0%,94%
Issac Patton,Construction,15%,25%,35%,25%,0,0%,97%
Lorelei Sparks,Other,25%,25%,25%,25%,0,0%,97%
Drake Medrano,Travel,20%,30%,30%,20%,"5,000,000",0%,91%
Halle Benitez,Biotechnology,24%,26%,25%,25%,"1,000,000,000",0%,89%
Justice Ahmed,Technology Hardware,20%,25%,30%,25%,"2,000,000",97%,0%
Jolie Duarte,Alcohol,20%,20%,30%,30%,"10,000,000",0%,100%
Abdullah Acosta,Fishing,30%,30%,20%,20%,"5,000,000",0%,95%
Kaia Meza,Education,30%,25%,15%,30%,0,0%,93%
Lucian McDowell,Financial Services,20%,28%,25%,25%,"100,000,000,000",0%,98%
Rayna Patrick,Banking,23%,27%,25%,25%,"10,000,000,000",0%,92%
Derrick Houston,Education,30%,25%,15%,30%,"100,000,000",0%,89%
Lylah Douglas,Appliances,22%,28%,25%,25%,"10,000,000",0%,89%
Derek Lynch,Banking,23%,27%,25%,25%,"500,000",0%,94%
Malia Bass,Other,25%,25%,25%,25%,0,0%,97%
Landen McKee,Agriculture,15%,20%,35%,30%,"1,000,000",0%,93%
Kori Sparks,Insurance,25%,30%,20%,25%,"100,000,000,000",0%,95%
Drake Ray,Mining,24%,26%,25%,25%,"50,000,000",0%,93%
Ruth Valdez,Security Software,22%,28%,25%,25%,"2,000,000",0%,98%
Kyler Hammond,Software,23%,27%,25%,25%,"10,000,000,000",0%,89%
Holly Griffith,Mining,24%,26%,25%,25%,"100,000,000",0%,97%
Franklin Merritt,Travel,20%,30%,30%,20%,"5,000,000",0%,93%
Kaisley Frazier,Biotechnology,24%,26%,25%,25%,"10,000,000,000",0%,98%
Callum Porter,Oil and Gas,25%,25%,25%,25%,"100,000,000",0%,100%
Ryleigh Fitzpatrick,Security Software,22%,28%,25%,25%,"2,000,000",0%,98%
Blaze Gallegos,Financial Services,20%,28%,25%,25%,"10,000,000",0%,92%
Ari Person,Mining,24%,26%,25%,25%,"50,000,000",0%,90%
Moses Foster,Medical Equipment,25%,25%,25%,25%,"500,000",0%,95%
Brielle Kane,Insurance,25%,30%,20%,25%,"10,000,000",0%,97%
Brock Duran,Mining,24%,26%,25%,25%,"2,000,000",0%,90%
Willa Kerr,Fishing,30%,30%,20%,20%,"2,000,000",0%,97%
Louie McMahon,Other,25%,25%,25%,25%,"2,000,000",0%,91%
Belen Daugherty,Oil and Gas,25%,25%,25%,25%,0,0%,90%
Turner Cantrell,Healthcare,24%,26%,25%,25%,"100,000,000,000",0%,94%
Yamileth Glover,Security Hardware,20%,25%,30%,25%,"100,000,000,000",0%,96%
Mack Melton,Banking,23%,27%,25%,25%,"5,000,000",0%,94%
Kamiyah Nava,Healthcare,24%,26%,25%,25%,"1,000,000",0%,99%
Stefan Hayes,Security Hardware,20%,25%,30%,25%,"1,000,000",0%,90%
